Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t
2004-11-09,0.11889508,0.22145959507820917,0.35228130789475565,0.5741511658224278,0.05613984238918307,0.08737350230361725
2004-11-10,0.11844916,0.21272977618940173,0.3492647353257844,0.5487783833707824,0.12373528367042211,0.08952210005532556
2004-11-11,0.11626629,0.15173477744209357,0.2876971554798513,0.44489939377497956,0.14259020475349793,0.12818884521522522
2004-11-12,0.10997065,0.11289828986339516,0.25186580053848856,0.34231382349854644,0.13711904153370735,0.11783283059607814
2004-11-15,0.1106144,0.3442605374602165,0.5047928181256198,0.6144613001713368,0.18519034536319529,0.11619299175108469
2004-11-16,0.11580946,0.46536321911633033,0.6697614541089358,0.551636543948806,-0.08548554796702806,0.10889519024827672
2004-11-17,0.10714759,0.4631790208217651,0.6924826167773948,0.4923632571852461,0.07495637197396349,0.11151071577131529
2004-11-18,0.10686968,0.3210232706313205,0.5740128007550294,0.38120287396409464,0.1523413838561607,0.10576903319889353
2004-11-19,0.11818594,0.3181749114305088,0.5827018896136957,0.3519505564747764,0.20139202702244968,0.10066833583810354
2004-11-22,0.10955622,0.2901504706323162,0.5336984072053905,0.38026683693927554,0.15272989586729208,0.09375681665911903
2004-11-23,0.10927923,0.36842009118454094,0.5867265917263256,0.4901476340939004,0.07685103271365185,0.08452762042079143
2004-11-24,0.10130518,0.4818979451940218,0.7420114325762623,0.4217394807070576,0.20383022225492886,0.09596580238829666
2004-11-26,0.09492434,0.3315359565134768,0.610179083564097,0.32730302054942545,0.0012423923077133359,0.08261629374741669
2004-11-29,0.09703996,0.2842171748640589,0.5782779539656757,0.2556220853613544,0.00630160507876576,0.07489104213281671
2004-11-30,0.09933162,0.2871418406180464,0.562147127028569,0.30325565576147573,0.0017863632956832132,0.059779831151385
2004-12-01,0.10886525,0.2323718444624168,0.5044124447289986,0.2537585569524227,0.04593668716205512,0.05532666389322273
2004-12-02,0.10917171,0.1693314792928842,0.4368025070560068,0.1685883250826081,0.10114211418297053,0.08212585622016254
2004-12-03,0.1046225,0.179556013389087,0.4260345571518472,0.2367237930584605,0.08039835014698565,0.11295474595175375
2004-12-06,0.09152092,0.10446845210871514,0.3301702332501671,0.1120380901029925,0.07576000602581101,0.18628431538880358
2004-12-07,0.10026225,0.10381247557314785,0.29365859462834026,0.19489339939364184,0.061876185235386974,0.19391513388774606
2004-12-08,0.10123046,0.10697250756080037,0.27865215701273277,0.2475211001611251,0.04314228622348698,0.13157627142711975
2004-12-09,0.10235885,0.08728319566977756,0.2432317389123009,0.22003991531140057,0.060379720119211805,0.13418430712914636
2004-12-10,0.10236832,0.08894839525463177,0.23296386781529627,0.2542339752920504,-0.005340172747577171,0.12393135516432117
2004-12-13,0.10227158,0.07502472502338046,0.2073537646080027,0.22894937144437325,-0.010446482713269867,0.14618355830921567
2004-12-14,0.09864956,0.05665990925061842,0.17472710486364085,0.17905193190228566,-0.00152753783116015,0.13716324041465294
2004-12-15,0.09864942,0.04839264894911503,0.15430851835024362,0.16317064995931663,0.005718247990125824,0.1275761187633983
2004-12-16,0.09499971,0.08267508056999354,0.18195623932434368,0.3372022424395941,0.02537305082273908,0.14229641028706977
2004-12-17,0.09806098,0.08441755639917232,0.18061935048437322,0.35100344499886904,0.037820515758549125,0.1458523772561513
2004-12-20,0.09801023,0.05105694163493152,0.1367315283466201,0.22605238423311763,0.04521753276429834,0.1423726649808396
2004-12-21,0.0925592,0.04151454541188767,0.11659913942280081,0.19452988864744652,0.0516899546353902,0.17447378477991457
2004-12-22,0.09144572,0.05858192641010281,0.13860240681151373,0.2787837834820177,-0.002115027055451274,0.15702823030534882
2004-12-23,0.09132664,0.04727403220765673,0.12509776860035549,0.22320390781735558,0.002291841220767879,0.15326653192819165
2004-12-27,0.09275057,0.038381465057940815,0.10373329254893007,0.19696339308071834,0.019976229384097592,0.15832999490556735
2004-12-28,0.09519941,0.08850777988521273,0.1622907872580856,0.4189197123249998,-0.016112668078170078,0.14124100187832395
2004-12-29,0.09381374,0.06307875255769864,0.1338175978218597,0.3224635852223722,0.004984872273636462,0.1438558584216717
2004-12-30,0.09187596,0.06410150716955736,0.1468573593503807,0.29878689046940465,0.07210682287996323,0.1473454612510914
2004-12-31,0.07860163,0.09478416327673773,0.173266210262241,0.42946621647019423,0.03204646189667265,0.09164410507728968
2005-01-03,0.08440172,0.1821450387669325,0.28589674527299413,0.579047212764272,-0.09197032586535754,0.054592774991161094
