Date,Close,Return,RealizedVol,VIX,HY_OAS,GPR,CESI,PMI_change,PutCall,HHI,MeanCorr,f_bur,f_cat,f_sent,f_mac,f_liq,C_norm
1990-03-14,336.8699951,0.00258592,0.11805815,19.64999962,,90.26069641,,,,,,,,,,,
1990-03-15,338.0700073,0.00355591,0.11822625,18.80999947,,59.09092712,,,,,,,,,,,
1990-03-16,341.9100037,0.01129456,0.123373,17.62000084,,71.66613007,,,,,,,,,,,
1990-03-19,343.5299988,0.00472689,0.12120717,18.29000092,,62.39425659,,,,,,,,,,,
1990-03-20,341.5700073,-0.00572178,0.12061102,19.05999947,,79.22434235,,,,,,,,,,,
1990-03-21,339.7399902,-0.00537207,0.10953385,20.10000038,,67.78787994,,,,,,,,,,,
1990-03-22,335.6900024,-0.01199247,0.11912291,22.73999977,,75.7776947,,,,,,,,,,,
1990-03-23,337.2200012,0.00454742,0.11669859,20.45999908,,35.57649994,,,,,,,,,,,
1990-03-26,337.6300049,0.0012151,0.11436466,19.59000015,,76.90870667,,,,,,,,,,,
1990-03-27,341.5,0.01139704,0.11142675,21.01000023,,75.17173004,,,,,,,,,,,
1990-03-28,342,0.00146306,0.11089266,19.77000046,,89.02232361,,,,,,,,,,,
1990-03-29,340.7900085,-0.00354426,0.11163312,18.45999908,,82.45568848,,,,,,,,,,,
1990-03-30,339.9400024,-0.00249734,0.11226442,19.72999954,,73.18463898,,,,,,,,,,,
1990-04-02,338.7000122,-0.00365434,0.11004104,22.84000015,,132.0625,,,,,,,,,,,
1990-04-03,343.6400146,0.01447984,0.11800956,20.44000053,,100.7973557,,,,,,,,,,,
1990-04-04,341.0899963,-0.00744828,0.11456283,22.03000069,,86.15261078,,,,,,,,,,,
1990-04-05,340.730011,-0.00105595,0.1140602,21.20999908,,65.83555603,,,,,,,,,,,
1990-04-06,340.0799866,-0.00190956,0.10917357,21.76000023,,92.57479858,,,,,,,,,,,
1990-04-09,341.3699951,0.00378607,0.10694916,22.29999924,,92.55703735,,,,,,,,,,,
1990-04-10,342.0700073,0.0020485,0.10692232,21.69000053,,89.528862,,,,,,,,,,,
1990-04-11,341.9200134,-0.00043859,0.10257817,17.72999954,,100.5192947,,,,,,,,,,,
1990-04-12,344.3399963,0.0070527,0.10468603,19.79999924,,74.69149017,,,,,,,,,,,
1990-04-16,344.7399902,0.00116095,0.10429007,20.75,,90.2914505,,,,,,,,,,,
1990-04-17,344.6799927,-0.00017405,0.09725955,20.37999916,,76.09267426,,,,,,,,,,,
1990-04-18,340.7200012,-0.0115554,0.10420616,22.67000008,,97.15631866,,,,,,,,,,,
